Day,Fitness,Cost,Kalori,Protein,Karbo
Senin,0.037473593900290314,19085.19024924471,2088.0305229644337,87.08590808238827,251.00700931522383
Selasa,0.05830534821245499,17150.085289057297,1993.5042211739383,70.86260868186424,264.2036985998443
Rabu,0.05645193955443839,17498.949809785052,1911.3918182035327,60.984456950791454,288.51469793699897
Kamis,0.05978443984701975,16395.01976293382,1800.065838546247,80.37794817001914,308.27980727184183
Jumat,0.05908824475907175,16913.20694287341,1803.2098735562633,86.91715686649444,335.5283747883794
Sabtu,0.05978266265014955,16457.7702198063,1800.051667771544,86.42802260215849,316.04950661954393
Minggu,0.050309146490046454,19630.936725212785,1867.3377970563242,59.088662129690555,253.44818825722922
